asset,control_type,config,status,misconfig_prob,is_misconfigured,config_source,config_drift_score
N01186,Hardening,strict,enabled,0.084,False,policy_engine,0.71
N01186,WAF,moderate,partial,0.11,False,auto,0.67
N01187,WAF,strict,partial,0.171,False,auto,0.54
N01187,IAMPolicy,legacy,enabled,0.093,False,auto,0.12
N01188,EDR,moderate,partial,0.258,True,policy_engine,0.15
N01188,IAMPolicy,legacy,partial,0.001,False,policy_engine,0.05
N01188,Firewall,moderate,enabled,0.06,False,auto,0.62
N01189,EDR,baseline,disabled,0.027,False,auto,0.14
N01190,IAMPolicy,strict,disabled,0.252,True,policy_engine,0.74
N01191,Firewall,legacy,partial,0.196,False,inherited,0.37
N01191,CloudPolicy,legacy,enabled,0.297,True,inherited,0.3
N01191,EDR,moderate,partial,0.197,False,policy_engine,0.83
N01192,Hardening,baseline,partial,0.275,True,auto,0.51
N01192,WAF,legacy,partial,0.219,False,policy_engine,0.39
N01193,EDR,strict,partial,0.315,True,auto,0.24
N01193,WAF,baseline,partial,0.294,True,auto,0.4
N01194,NetworkIsolation,strict,enabled,0.247,False,policy_engine,0.73
N01194,EDR,baseline,partial,0.121,False,manual,0.43
N01194,CloudPolicy,moderate,enabled,0.076,False,inherited,0.26
N01195,IAMPolicy,strict,disabled,0.027,False,auto,0.51
N01195,Firewall,moderate,disabled,0.114,False,manual,0.91
N01196,NetworkIsolation,moderate,enabled,0.118,False,auto,0.6
N01196,IAMPolicy,moderate,disabled,0.106,False,inherited,0.75
N01197,Firewall,legacy,partial,0.237,False,inherited,0.84
N01197,Hardening,strict,disabled,0.086,False,auto,0.46
N01198,Hardening,legacy,enabled,0.185,False,auto,0.48
N01199,WAF,legacy,enabled,0.325,True,policy_engine,0.69
N01200,EDR,baseline,partial,0.07,False,policy_engine,0.34
N01201,Firewall,baseline,partial,0.032,False,policy_engine,0.36
N01201,NetworkIsolation,legacy,enabled,0.225,False,auto,0.93
N01202,Logging,moderate,partial,0.227,False,auto,0.91
N01202,Hardening,legacy,enabled,0.19,False,inherited,0.65
N01202,Firewall,moderate,enabled,0.218,False,auto,0.53
N01203,Hardening,strict,partial,0.205,False,inherited,0.23
N01204,Hardening,baseline,enabled,0.057,False,auto,0.76
N01204,Logging,moderate,disabled,0.19,False,manual,0.44
N01205,IAMPolicy,strict,disabled,0.105,False,auto,0.73
N01205,EDR,legacy,disabled,0.235,False,policy_engine,0.99
N01205,Hardening,legacy,enabled,0.095,False,manual,0.02
N01206,EDR,strict,enabled,0.241,False,policy_engine,0.93
N01207,NetworkIsolation,moderate,disabled,0.116,False,manual,0.2
N01208,Firewall,baseline,partial,0.191,False,manual,0.61
N01209,Logging,legacy,enabled,0.035,False,auto,0.87
N01209,EDR,moderate,enabled,0.056,False,policy_engine,0.59
N01210,WAF,baseline,enabled,0.185,False,inherited,0.85
N01210,Firewall,baseline,disabled,0.27,True,inherited,0.4
N01211,Logging,baseline,disabled,0.244,False,manual,0.62
N01211,Logging,legacy,disabled,0.008,False,manual,0.86
N01212,Logging,baseline,disabled,0.311,True,manual,0.31
N01212,CloudPolicy,legacy,enabled,0.331,True,auto,0.28
N01212,CloudPolicy,legacy,disabled,0.009,False,manual,0.42
N01213,NetworkIsolation,strict,disabled,0.294,True,policy_engine,0.27
N01213,EDR,legacy,disabled,0.039,False,inherited,0.93
N01214,Firewall,moderate,partial,0.21,False,auto,0.57
N01214,WAF,moderate,partial,0.1,False,inherited,0.32
N01215,WAF,legacy,disabled,0.101,False,inherited,0.35
N01216,Logging,baseline,enabled,0.077,False,manual,0.48
N01216,WAF,strict,partial,0.34,True,policy_engine,0.67
N01217,WAF,strict,disabled,0.177,False,manual,0.55
N01217,WAF,strict,partial,0.346,True,auto,0.8
N01218,EDR,strict,partial,0.113,False,auto,0.75
N01218,CloudPolicy,strict,partial,0.13,False,policy_engine,0.23
N01219,CloudPolicy,moderate,enabled,0.09,False,auto,0.47
N01220,CloudPolicy,moderate,disabled,0.015,False,policy_engine,0.46
N01220,EDR,strict,partial,0.332,True,policy_engine,0.35
N01220,WAF,moderate,disabled,0.009,False,manual,0.81
N01221,Firewall,strict,disabled,0.32,True,manual,0.33
N01221,CloudPolicy,baseline,partial,0.144,False,manual,0.73
N01222,EDR,moderate,partial,0.111,False,manual,0.62
N01222,Hardening,baseline,partial,0.239,False,inherited,0.15
N01223,WAF,strict,enabled,0.047,False,auto,0.77
N01223,IAMPolicy,legacy,disabled,0.246,False,policy_engine,0.51
N01223,CloudPolicy,moderate,partial,0.126,False,auto,0.65
N01224,WAF,moderate,partial,0.115,False,policy_engine,0.21
N01224,Firewall,moderate,disabled,0.187,False,policy_engine,0.12
N01225,CloudPolicy,baseline,enabled,0.14,False,manual,0.6
N01225,Hardening,strict,disabled,0.079,False,manual,0.07
N01225,NetworkIsolation,legacy,partial,0.304,True,auto,0.95
N01226,WAF,baseline,enabled,0.152,False,policy_engine,0.21
N01227,Logging,legacy,enabled,0.011,False,policy_engine,0.43
N01227,NetworkIsolation,baseline,enabled,0.182,False,auto,0.52
N01227,Firewall,legacy,enabled,0.264,True,manual,0.66
N01228,WAF,strict,disabled,0.119,False,inherited,0.32
N01229,WAF,legacy,partial,0.083,False,auto,0.47
N01229,NetworkIsolation,moderate,disabled,0.264,True,auto,0.44
N01229,Logging,moderate,partial,0.165,False,manual,0.32
N01230,IAMPolicy,strict,disabled,0.185,False,manual,0.72
N01231,Firewall,baseline,enabled,0.138,False,manual,0.84
N01231,Logging,moderate,disabled,0.251,True,auto,0.53
N01232,CloudPolicy,moderate,disabled,0.103,False,policy_engine,0.6
N01232,Hardening,strict,enabled,0.15,False,policy_engine,0.26
N01233,IAMPolicy,legacy,enabled,0.1,False,auto,0.75
N01234,Firewall,moderate,partial,0.293,True,inherited,0.1
N01234,EDR,moderate,enabled,0.042,False,inherited,0.01
N01235,EDR,strict,enabled,0.251,True,inherited,0.74
N01235,IAMPolicy,strict,partial,0.041,False,inherited,0.42
N01236,Firewall,baseline,disabled,0.171,False,policy_engine,0.14
N01236,EDR,legacy,enabled,0.094,False,inherited,0.73
N01237,EDR,strict,partial,0.066,False,inherited,0.73
N01238,EDR,legacy,partial,0.079,False,policy_engine,0.82
N01238,Hardening,moderate,partial,0.281,True,policy_engine,0.87
N01239,EDR,legacy,enabled,0.25,False,auto,0.78
N01239,NetworkIsolation,baseline,disabled,0.312,True,inherited,0.74
N01240,NetworkIsolation,strict,enabled,0.034,False,inherited,0.54
N01241,CloudPolicy,moderate,partial,0.184,False,auto,0.34
N01242,CloudPolicy,baseline,disabled,0.113,False,manual,0.22
N01242,NetworkIsolation,moderate,partial,0.027,False,auto,0.07
N01242,EDR,baseline,partial,0.146,False,policy_engine,0.35
N01243,Firewall,legacy,disabled,0.243,False,manual,0.92
N01243,EDR,legacy,enabled,0.16,False,inherited,0.66
N01243,IAMPolicy,moderate,disabled,0.334,True,auto,0.54
N01244,Firewall,baseline,partial,0.207,False,policy_engine,0.43
N01244,Logging,legacy,disabled,0.096,False,manual,0.7
N01245,NetworkIsolation,baseline,disabled,0.141,False,policy_engine,0.81
N01245,Firewall,baseline,enabled,0.103,False,inherited,0.2
N01245,CloudPolicy,baseline,disabled,0.169,False,auto,0.72
N01246,WAF,strict,enabled,0.323,True,inherited,0.77
N01246,CloudPolicy,legacy,disabled,0.303,True,auto,0.45
N01247,Hardening,strict,partial,0.036,False,manual,0.07
N01248,IAMPolicy,baseline,enabled,0.214,False,manual,0.97
N01249,NetworkIsolation,baseline,enabled,0.159,False,policy_engine,0.91
N01250,CloudPolicy,baseline,enabled,0.327,True,policy_engine,0.43
N01250,IAMPolicy,moderate,enabled,0.326,True,auto,0.3
N01251,Hardening,baseline,enabled,0.083,False,auto,0.13
N01251,EDR,moderate,disabled,0.158,False,auto,0.01
N01251,EDR,baseline,partial,0.23,False,manual,0.47
N01252,NetworkIsolation,legacy,partial,0.079,False,auto,0.81
N01252,Logging,baseline,disabled,0.267,True,inherited,0.63
N01252,EDR,legacy,partial,0.129,False,policy_engine,0.44
N01253,WAF,strict,partial,0.322,True,policy_engine,0.83
N01254,IAMPolicy,legacy,disabled,0.104,False,auto,0.09
N01254,WAF,strict,disabled,0.215,False,inherited,0.99
N01255,CloudPolicy,strict,enabled,0.126,False,inherited,0.9
N01256,Firewall,strict,enabled,0.006,False,manual,0.27
N01256,IAMPolicy,strict,disabled,0.195,False,policy_engine,0.85
N01257,Firewall,legacy,enabled,0.29,True,policy_engine,0.87
N01257,Hardening,legacy,disabled,0.31,True,inherited,0.01
N01257,IAMPolicy,strict,disabled,0.059,False,manual,0.46
N01258,NetworkIsolation,baseline,enabled,0.026,False,policy_engine,0.77
N01258,NetworkIsolation,baseline,disabled,0.181,False,inherited,0.05
N01259,IAMPolicy,strict,disabled,0.078,False,manual,0.38
N01259,CloudPolicy,moderate,disabled,0.027,False,auto,0.92
N01259,Logging,strict,enabled,0.156,False,manual,0.68
N01260,CloudPolicy,legacy,enabled,0.291,True,manual,0.32
N01261,Logging,legacy,enabled,0.322,True,manual,0.89
N01261,WAF,legacy,enabled,0.156,False,auto,0.31
N01262,NetworkIsolation,baseline,disabled,0.097,False,policy_engine,0.93
N01262,EDR,legacy,enabled,0.15,False,inherited,0.74
N01263,EDR,strict,partial,0.232,False,manual,0.41
N01264,Logging,strict,partial,0.303,True,policy_engine,0.33
N01264,CloudPolicy,legacy,disabled,0.023,False,policy_engine,0.95
N01264,NetworkIsolation,moderate,partial,0.27,True,auto,0.7
N01265,NetworkIsolation,legacy,partial,0.185,False,auto,0.72
N01265,NetworkIsolation,baseline,partial,0.31,True,auto,0.58
N01266,Hardening,baseline,disabled,0.195,False,inherited,0.21
N01266,CloudPolicy,legacy,partial,0.075,False,auto,0.87
N01267,NetworkIsolation,moderate,partial,0.199,False,manual,0.0
N01267,NetworkIsolation,legacy,partial,0.257,True,manual,0.79
N01268,IAMPolicy,baseline,enabled,0.025,False,auto,0.88
N01269,Logging,moderate,partial,0.114,False,manual,0.92
N01269,CloudPolicy,legacy,partial,0.118,False,policy_engine,0.18
N01269,WAF,baseline,disabled,0.014,False,inherited,0.9
N01270,Logging,legacy,disabled,0.035,False,manual,0.29
N01270,Logging,strict,enabled,0.093,False,manual,0.78
N01270,CloudPolicy,strict,disabled,0.28,True,auto,0.13
N01271,NetworkIsolation,legacy,disabled,0.277,True,auto,0.92
N01272,IAMPolicy,moderate,partial,0.126,False,inherited,0.99
N01273,Hardening,moderate,disabled,0.272,True,inherited,0.19
N01273,WAF,moderate,enabled,0.232,False,auto,0.26
N01274,WAF,moderate,enabled,0.337,True,policy_engine,0.55
N01275,NetworkIsolation,strict,disabled,0.066,False,inherited,0.6
N01276,Logging,baseline,partial,0.022,False,manual,0.99
N01276,CloudPolicy,strict,partial,0.197,False,inherited,0.19
N01277,NetworkIsolation,moderate,enabled,0.303,True,inherited,0.79
N01277,Logging,legacy,partial,0.002,False,inherited,0.54
N01278,WAF,strict,enabled,0.109,False,inherited,0.7
N01279,CloudPolicy,strict,disabled,0.216,False,manual,0.62
N01280,WAF,legacy,enabled,0.097,False,inherited,0.13
N01281,Logging,strict,partial,0.012,False,inherited,0.04
N01282,Logging,strict,disabled,0.003,False,policy_engine,0.59
N01282,IAMPolicy,moderate,disabled,0.237,False,auto,0.66
N01282,CloudPolicy,strict,partial,0.141,False,auto,0.98
N01283,Hardening,baseline,disabled,0.124,False,manual,0.18
N01283,Logging,moderate,partial,0.183,False,inherited,0.62
N01283,CloudPolicy,baseline,enabled,0.106,False,policy_engine,0.45
N01284,Hardening,strict,enabled,0.038,False,policy_engine,0.94
N01285,CloudPolicy,baseline,disabled,0.027,False,policy_engine,0.26
N01285,IAMPolicy,legacy,partial,0.164,False,policy_engine,0.4
N01286,Firewall,baseline,disabled,0.205,False,auto,0.64
N01286,Logging,baseline,enabled,0.058,False,policy_engine,0.99
N01286,IAMPolicy,strict,partial,0.023,False,auto,0.31
N01287,Hardening,moderate,disabled,0.135,False,auto,0.5
N01287,EDR,moderate,partial,0.186,False,manual,0.55
N01288,CloudPolicy,strict,partial,0.147,False,policy_engine,0.27
N01289,CloudPolicy,legacy,partial,0.191,False,policy_engine,0.66
N01289,Hardening,legacy,disabled,0.191,False,manual,0.95
N01290,NetworkIsolation,strict,disabled,0.245,False,inherited,0.57
N01290,NetworkIsolation,moderate,partial,0.254,True,inherited,0.29
N01291,EDR,baseline,enabled,0.267,True,manual,0.39
N01291,WAF,strict,enabled,0.035,False,manual,0.87
N01292,EDR,moderate,partial,0.048,False,policy_engine,0.44
N01293,WAF,moderate,enabled,0.049,False,inherited,0.59
N01293,CloudPolicy,baseline,partial,0.091,False,auto,0.11
N01294,Logging,legacy,partial,0.221,False,inherited,0.22
N01294,NetworkIsolation,strict,partial,0.051,False,inherited,0.28
N01294,Firewall,legacy,disabled,0.049,False,inherited,0.82
N01295,WAF,legacy,disabled,0.018,False,auto,0.94
N01295,WAF,baseline,enabled,0.27,True,manual,0.19
N01295,Firewall,legacy,partial,0.318,True,inherited,0.5
N01296,Hardening,strict,enabled,0.074,False,manual,0.65
N01296,IAMPolicy,moderate,partial,0.134,False,auto,0.54
N01296,Hardening,legacy,disabled,0.17,False,inherited,0.19
N01297,EDR,strict,partial,0.061,False,manual,0.68
N01297,Logging,strict,disabled,0.146,False,manual,0.12
N01298,Hardening,legacy,enabled,0.212,False,inherited,0.93
N01298,IAMPolicy,moderate,partial,0.12,False,manual,0.77
N01299,Firewall,strict,enabled,0.31,True,manual,0.18
N01299,NetworkIsolation,baseline,enabled,0.147,False,manual,0.08
N01299,NetworkIsolation,legacy,partial,0.349,True,auto,0.63
N01300,CloudPolicy,moderate,disabled,0.139,False,manual,0.99
N01300,IAMPolicy,moderate,enabled,0.233,False,policy_engine,0.17
N01301,Logging,moderate,partial,0.088,False,auto,0.94
N01301,IAMPolicy,legacy,enabled,0.146,False,inherited,0.29
N01302,CloudPolicy,strict,disabled,0.11,False,manual,0.4
N01302,IAMPolicy,baseline,disabled,0.047,False,policy_engine,0.04
N01303,IAMPolicy,moderate,partial,0.158,False,manual,0.81
N01303,IAMPolicy,legacy,partial,0.013,False,manual,0.07
N01304,IAMPolicy,strict,disabled,0.051,False,auto,0.89
N01304,EDR,strict,partial,0.017,False,policy_engine,0.02
N01305,Logging,legacy,disabled,0.122,False,auto,0.53
N01305,Firewall,legacy,partial,0.207,False,inherited,0.66
N01306,IAMPolicy,baseline,partial,0.252,True,policy_engine,0.78
N01307,IAMPolicy,baseline,enabled,0.182,False,inherited,0.65
N01307,Logging,moderate,enabled,0.087,False,inherited,0.18
N01308,Firewall,moderate,partial,0.286,True,inherited,0.86
N01308,WAF,baseline,enabled,0.078,False,manual,0.99
N01309,CloudPolicy,moderate,enabled,0.345,True,manual,0.78
N01309,WAF,moderate,partial,0.113,False,auto,0.46
N01310,WAF,baseline,partial,0.117,False,policy_engine,0.94
N01310,WAF,baseline,disabled,0.166,False,manual,0.58
N01311,CloudPolicy,legacy,enabled,0.16,False,policy_engine,0.94
N01311,CloudPolicy,moderate,disabled,0.321,True,inherited,0.02
N01312,WAF,strict,enabled,0.318,True,manual,0.55
N01312,WAF,moderate,partial,0.027,False,auto,0.36
N01313,Hardening,moderate,partial,0.279,True,policy_engine,0.49
N01313,Hardening,legacy,disabled,0.082,False,auto,0.89
N01313,IAMPolicy,strict,disabled,0.067,False,manual,0.07
N01314,NetworkIsolation,moderate,disabled,0.214,False,policy_engine,0.32
N01314,WAF,strict,disabled,0.126,False,manual,0.28
N01315,Logging,strict,enabled,0.205,False,manual,0.92
N01315,Hardening,moderate,disabled,0.339,True,auto,0.78
N01316,Firewall,legacy,partial,0.159,False,auto,0.64
N01316,IAMPolicy,baseline,partial,0.005,False,auto,0.78
N01317,Logging,strict,enabled,0.3,True,inherited,0.51
N01317,EDR,strict,disabled,0.218,False,inherited,0.27
N01318,EDR,moderate,disabled,0.108,False,manual,0.21
N01318,WAF,legacy,disabled,0.309,True,auto,0.02
N01318,NetworkIsolation,legacy,partial,0.05,False,policy_engine,0.13
N01319,WAF,legacy,partial,0.164,False,inherited,0.44
N01319,Logging,moderate,enabled,0.008,False,manual,0.08
N01319,IAMPolicy,baseline,enabled,0.061,False,policy_engine,0.72
N01320,Hardening,strict,disabled,0.144,False,inherited,0.84
N01320,Firewall,baseline,disabled,0.069,False,policy_engine,0.26
N01321,EDR,legacy,enabled,0.148,False,inherited,0.72
N01321,Logging,legacy,partial,0.091,False,policy_engine,0.64
N01322,EDR,legacy,enabled,0.241,False,inherited,0.99
N01322,EDR,moderate,disabled,0.103,False,auto,0.84
N01323,CloudPolicy,strict,disabled,0.182,False,policy_engine,0.96
N01323,Firewall,legacy,partial,0.164,False,policy_engine,0.8
N01324,IAMPolicy,baseline,enabled,0.296,True,manual,0.13
N01324,WAF,legacy,disabled,0.004,False,auto,0.54
N01325,EDR,strict,partial,0.203,False,auto,0.52
N01326,Firewall,moderate,partial,0.112,False,manual,0.05
N01326,NetworkIsolation,baseline,enabled,0.106,False,policy_engine,0.12
N01327,Firewall,strict,enabled,0.189,False,manual,0.18
N01327,Hardening,legacy,enabled,0.072,False,auto,0.67
N01327,NetworkIsolation,legacy,partial,0.089,False,manual,0.45
N01328,NetworkIsolation,moderate,disabled,0.141,False,policy_engine,0.83
N01328,EDR,legacy,disabled,0.173,False,manual,0.53
N01329,NetworkIsolation,strict,disabled,0.166,False,auto,0.33
N01329,Hardening,baseline,enabled,0.337,True,inherited,0.54
N01330,IAMPolicy,legacy,partial,0.133,False,manual,0.64
N01330,Logging,baseline,disabled,0.201,False,auto,0.36
N01330,Hardening,moderate,enabled,0.213,False,policy_engine,0.14
N01331,CloudPolicy,strict,partial,0.184,False,inherited,0.09
N01331,Hardening,strict,disabled,0.135,False,manual,0.95
N01332,WAF,moderate,enabled,0.146,False,auto,0.63
N01332,Hardening,strict,partial,0.182,False,inherited,0.61
N01333,CloudPolicy,strict,enabled,0.157,False,inherited,0.03
N01334,NetworkIsolation,legacy,disabled,0.349,True,policy_engine,0.29
N01334,Hardening,baseline,disabled,0.086,False,policy_engine,0.9
N01334,IAMPolicy,legacy,partial,0.261,True,auto,0.79
N01335,EDR,baseline,enabled,0.157,False,inherited,0.44
N01336,NetworkIsolation,strict,enabled,0.078,False,auto,0.37
N01337,WAF,strict,disabled,0.313,True,manual,0.65
N01337,WAF,moderate,enabled,0.315,True,policy_engine,0.75
N01337,NetworkIsolation,legacy,enabled,0.132,False,inherited,0.36
N01338,CloudPolicy,strict,enabled,0.268,True,auto,0.1
N01338,IAMPolicy,moderate,partial,0.012,False,auto,0.18
N01338,EDR,moderate,partial,0.156,False,inherited,0.71
N01339,NetworkIsolation,moderate,partial,0.28,True,inherited,0.11
N01339,Hardening,moderate,disabled,0.163,False,manual,0.53
N01340,Hardening,strict,partial,0.234,False,policy_engine,0.38
N01340,EDR,baseline,partial,0.242,False,policy_engine,0.99
N01341,NetworkIsolation,strict,enabled,0.297,True,auto,0.55
N01341,Logging,legacy,disabled,0.282,True,auto,0.71
N01342,Firewall,legacy,disabled,0.093,False,auto,0.59
N01342,CloudPolicy,baseline,partial,0.054,False,auto,0.81
N01342,Hardening,strict,enabled,0.053,False,auto,0.47
N01343,IAMPolicy,legacy,partial,0.129,False,manual,0.94
N01343,Hardening,baseline,disabled,0.268,True,policy_engine,0.69
N01344,CloudPolicy,legacy,disabled,0.345,True,policy_engine,0.46
N01345,EDR,moderate,partial,0.34,True,policy_engine,0.59
N01345,Hardening,moderate,disabled,0.183,False,policy_engine,0.88
N01345,IAMPolicy,strict,disabled,0.198,False,auto,0.5
N01346,IAMPolicy,legacy,partial,0.265,True,manual,0.11
N01346,CloudPolicy,legacy,enabled,0.048,False,manual,0.08
N01347,Hardening,strict,partial,0.334,True,policy_engine,0.95
N01348,Logging,baseline,enabled,0.341,True,manual,0.92
N01348,Hardening,moderate,enabled,0.019,False,auto,0.51
N01349,WAF,moderate,enabled,0.082,False,auto,0.62
N01349,Hardening,baseline,enabled,0.092,False,policy_engine,0.58
N01349,EDR,strict,enabled,0.03,False,manual,0.04
N01350,CloudPolicy,strict,enabled,0.156,False,inherited,0.89
N01350,NetworkIsolation,legacy,enabled,0.306,True,manual,0.39
N01351,NetworkIsolation,baseline,partial,0.347,True,manual,0.48
N01351,EDR,baseline,partial,0.315,True,manual,0.38
N01351,IAMPolicy,strict,partial,0.055,False,policy_engine,0.22
N01352,EDR,legacy,partial,0.256,True,policy_engine,0.34
